 , .1, .2, .3, .4, .5, .6, .7, .8, .9, .10, .11, .12, .13, .14
دیده بان بازار : 1401/1/27,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
شستا,سرمايه گذاري تامين اجتماعي,19292,840418435,828148062018,983,995,983,0,0,985,2,0.2,976,1009
خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,16737,600580285,2153145305645,3461,3565,3561,100,2.89,3585,124,3.58,3471,3634
پالايش,صندوق پالايشي يكم-سهام,14756,18394244,1379523672180,74190,74780,74680,490,0.66,75000,810,1.09,74570,75800
خودرو,ايران‌ خودرو,13334,444204433,1078457778167,2396,2449,2405,9,0.38,2428,32,1.34,2380,2494
دارا يكم,صندوق واسطه گري مالي يكم-سهام,12907,15636649,1819749819830,115620,116690,116240,620,0.54,116380,760,0.66,115500,117300
خساپا,سايپا,11290,473796983,1009024457916,2111,2155,2106,-5,-0.24,2130,19,0.9,2090,2199
آريا,پليمر آريا ساسول,9850,8081879,787709840500,93850,96750,98150,4300,4.58,97450,3600,3.84,96300,98400
شتران,پالايش نفت تهران,9683,149464625,832879519640,5420,5600,5550,130,2.4,5570,150,2.77,5500,5680
خبهمن,گروه‌بهمن‌,8965,320673670,669941400282,2068,2130,2060,-8,-0.39,2089,21,1.02,2049,2169
وساپا,سرمايه‌گذاري‌ سايپا,8735,302286399,1508480106289,4868,5000,4890,22,0.45,4990,122,2.51,4797,5111
شبندر,پالايش نفت بندرعباس,7758,77334982,651123320140,8270,8490,8390,120,1.45,8420,150,1.81,8320,8530
كمند,صندوق س. با درآمد ثابت كمند,7334,288982769,2909293887242,10052,10067,10068,16,0.16,10067,15,0.15,10067,10069
وبصادر,بانك صادرات ايران,6696,209179509,442639464155,2122,2131,2103,-19,-0.9,2116,-6,-0.28,2083,2153
فملي,ملي‌ صنايع‌ مس‌ ايران‌,6544,93633771,698243356490,7380,7420,7480,100,1.36,7460,80,1.08,7410,7520
فولاد,فولاد مباركه اصفهان,6469,59035946,707921181350,11860,11900,12010,150,1.26,11990,130,1.1,11870,12080
وتجارت,بانك تجارت,6344,209088019,436437076106,2081,2100,2081,0,0,2087,6,0.29,2053,2136
پترول,گ.س.وت.ص.پتروشيمي خليج فارس,5793,232504776,565933043174,2320,2430,2436,116,5,2434,114,4.91,2390,2436
وبملت,بانك ملت,5307,91838886,341911113645,3721,3721,3697,-24,-0.64,3723,2,0.05,3674,3798
سپيد,سپيد ماكيان,4954,20062951,396752594000,19040,19030,19980,940,4.94,19780,740,3.89,19000,19990
كرمان,س. توسعه و عمران استان كرمان,4605,195940158,162192060196,822,830,834,12,1.46,828,6,0.73,805,846
خپارس,پارس‌ خودرو,4589,228615109,276938253199,1185,1200,1204,19,1.6,1211,26,2.19,1187,1240
شگويا,پتروشيمي تندگويان,4586,37965249,460989645970,11660,11810,12240,580,4.97,12140,480,4.12,11610,12240
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,4368,303253992,1562558545371,4908,5153,5153,245,4.99,5153,245,4.99,5120,5153
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,4342,6410044,556971872230,90410,91000,85890,-4520,-5,86890,-3520,-3.89,85890,93000
بركت,گروه دارويي بركت,4247,11563064,204742143980,17740,17830,17560,-180,-1.01,17710,-30,-0.17,17330,18170
غنوش,نوش‌ مازندران‌,4212,23098330,188420791270,8240,8070,8230,-10,-0.12,8160,-80,-0.97,7990,8340
ذوب,ذوب آهن اصفهان,4106,65541588,179928535888,2766,2775,2732,-34,-1.23,2745,-21,-0.76,2715,2810
كيمياتك,آريان كيميا تك,4023,5438699,140080142340,25700,26150,26150,450,1.75,25760,60,0.23,25200,26250
گدنا,تهيه توزيع غذاي دنا آفرين فدك,3828,6196309,84042794670,13120,13060,13770,650,4.95,13560,440,3.35,13060,13770
كالا,بورس كالاي ايران,3805,11627181,307050582380,25680,25900,26310,630,2.45,26410,730,2.84,25680,26940
انرژي,بورس انرژي ايران,3790,4191520,239813265670,55300,56180,57740,2440,4.41,57210,1910,3.45,56000,57850
تجلي,تجلي توسعه معادن و فلزات,3690,111873036,175540846544,1564,1600,1560,-4,-0.26,1569,5,0.32,1541,1600
نوري,پتروشيمي نوري,3645,2481613,285604856600,113480,114650,116000,2520,2.22,115090,1610,1.42,113500,116030
كدما,معدني‌ دماوند,3529,2524796,165166173340,64880,65110,64920,40,0.06,65420,540,0.83,64500,67000
فرابورس,فرابورس ايران,3512,20486253,283284227190,13490,13790,13890,400,2.97,13830,340,2.52,13560,14060
وخارزم,سرمايه گذاري خوارزمي,3405,49215636,229142619970,4612,4680,4650,38,0.82,4656,44,0.95,4582,4730
كيان,صندوق س. با درآمد ثابت كيان,3338,22283833,763266634054,34203,34253,34251,48,0.14,34252,49,0.14,34251,34254
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,3319,48476090,2109140193210,43468,43508,43510,42,0.1,43509,41,0.09,43508,43511
ولپارس,ليزينگ پارسيان,3304,23050424,80632614678,3645,3700,3463,-182,-4.99,3498,-147,-4.03,3463,3788
خزاميا,زامياد,3222,33195860,276120804540,8300,8400,8190,-110,-1.33,8320,20,0.24,8160,8620
فخوز,فولاد  خوزستان,3132,38725463,228421620470,5950,5990,5880,-70,-1.18,5900,-50,-0.84,5840,6000
فزر,پويا زركان آق دره,3069,3835706,107784296450,28100,27950,28150,50,0.18,28100,0,0,27750,28650
ثبهساز,بهساز كاشانه تهران,3013,27300280,41203817130,1456,1450,1527,71,4.88,1509,53,3.64,1450,1528
وسديد,گروه ‌صنعتي‌سديد,2876,59854628,54873411118,902,922,929,27,2.99,917,15,1.66,890,929
ملت,بيمه ملت,2813,102341887,156663467593,1560,1630,1499,-61,-3.91,1531,-29,-1.86,1483,1630
بالاس,مهندسي ساختمان تاسيسات راه آهن,2773,4264560,129633382500,30700,30950,31150,450,1.47,30400,-300,-0.98,29250,31600
آبادا,توليد نيروي برق آبادان,2750,6068353,69691406720,11000,10810,11550,550,5,11480,480,4.36,10810,11550
خاذين,سايپاآذين‌,2709,73302983,154370921340,2036,2137,2069,33,1.62,2106,70,3.44,2044,2137
شصدف,صنعتي دوده فام,2684,4589746,161095977350,33600,34950,35250,1650,4.91,35100,1500,4.46,34250,35250
فسبزوار,پارس فولاد سبزوار,2658,2306905,67830619990,29170,29200,29600,430,1.47,29400,230,0.79,29200,29680
ضخود2019,اختيارخ خودرو-2500-1401/02/07,2655,127373,9192602000,94,95,59,-35,-37.23,72,-22,-23.4,55,107
آرام,صندوق س شاخصي آرام مفيد,2648,12728881,133533474440,10430,10490,10510,80,0.77,10490,60,0.58,10450,10550
شبريز,پالايش نفت تبريز,2625,5809379,258914803140,43920,44890,44310,390,0.89,44570,650,1.48,44210,45300
حگردش,ريل گردش ايرانيان,2613,52666188,142578756514,2622,2753,2640,18,0.69,2707,85,3.24,2622,2753
تپكو,توليدتجهيزات‌سنگين‌هپكو,2569,79628657,121085603226,1481,1525,1505,24,1.62,1521,40,2.7,1491,1525
كاما,باما,2549,43369540,282692965040,6260,6400,6570,310,4.95,6520,260,4.15,6280,6570
فگسترح,ح . گسترش صنايع روي ايرانيان,2520,3070549,12718067568,3983,4080,4182,199,5,4142,159,3.99,4010,4182
