 , .1, .2, .3, .4, .5, .6, .7, .8, .9, .10, .11, .12, .13, .14
دیده بان بازار : 1400/12/15,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
پالايش,صندوق پالايشي يكم-سهام,39846,59549506,4292509148680,70340,72400,72140,1800,2.56,72080,1740,2.47,71250,73300
آرام,صندوق س شاخصي آرام مفيد,38343,99000000,990000000000,10000,10000,10000,0,0,10000,0,0,10000,10000
شستا,سرمايه گذاري تامين اجتماعي,37409,1546834657,1480159655901,950,965,952,2,0.21,957,7,0.74,945,975
فزر,پويا زركان آق دره,32848,30860858,813959334050,27600,26250,26700,-900,-3.26,26400,-1200,-4.35,26250,27000
دارا يكم,صندوق واسطه گري مالي يكم-سهام,18083,18308328,2105590620550,114850,114850,115300,450,0.39,115010,160,0.14,113670,115950
خودرو,ايران‌ خودرو,17067,766195997,1687276153017,2162,2205,2207,45,2.08,2202,40,1.85,2152,2260
شبندر,پالايش نفت بندرعباس,14861,331643744,2406643206680,6930,7140,7270,340,4.91,7260,330,4.76,7110,7270
فولاد,فولاد مباركه اصفهان,12189,168635516,1786604993480,10170,10350,10670,500,4.92,10590,420,4.13,10320,10670
شپنا,پالايش نفت اصفهان,12060,223375494,1398115832900,5980,6180,6270,290,4.85,6260,280,4.68,6130,6270
وبملت,بانك ملت,10516,430502777,1569764978038,3500,3571,3675,175,5,3646,146,4.17,3502,3675
فملي,ملي‌ صنايع‌ مس‌ ايران‌,9780,144283915,1018976050110,6900,7040,7140,240,3.48,7060,160,2.32,6970,7150
تجلي,تجلي توسعه معادن و فلزات,9270,294419018,450779624844,1485,1507,1559,74,4.98,1531,46,3.1,1488,1559
شتران,پالايش نفت تهران,8945,396425565,1884561894701,4528,4754,4754,226,4.99,4754,226,4.99,4740,4754
خساپا,سايپا,8140,305716050,519526929922,1681,1703,1702,21,1.25,1699,18,1.07,1660,1734
توسن,توسعه سامانه ي نرم افزاري نگين,7830,4296035,112221924150,27250,26200,26050,-1200,-4.4,26100,-1150,-4.22,25900,26950
خاورح,ح . ايران خودرو ديزل,6620,559470686,103813771951,182,187,187,5,2.75,186,4,2.2,181,187
كمند,صندوق س. با درآمد ثابت كمند,6274,234335920,2383017647332,10163,10169,10169,6,0.06,10169,6,0.06,10169,10170
وتجارت,بانك تجارت,6052,234780661,463613040474,1950,1980,1981,31,1.59,1975,25,1.28,1938,2015
خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,5947,161598988,388129259398,2353,2376,2408,55,2.34,2402,49,2.08,2334,2453
فجهان,مجتمع جهان فولاد سيرجان,5719,13824065,72788648950,5240,5240,5400,160,3.05,5260,20,0.38,5200,5400
وهامونح,ح . سرمايه گذاري هامون صبا,5185,18664710,10828139378,588,588,581,-7,-1.19,580,-8,-1.36,571,595
كيمياتك,آريان كيميا تك,5103,2213067,51380112190,23030,23050,24000,970,4.21,23220,190,0.83,22910,24000
بركت,گروه دارويي بركت,5004,17292155,279571037970,15630,15950,16400,770,4.93,16170,540,3.45,15700,16400
فرابورس,فرابورس ايران,4903,22243319,260038131370,11560,11600,11850,290,2.51,11690,130,1.12,11310,11980
وبصادر,بانك صادرات ايران,4622,149835395,307321211978,2038,2071,2056,18,0.88,2051,13,0.64,2018,2082
مديريت,س. و خدمات مديريت صند. ب كشوري,4613,5211885,28977611480,5520,5550,5600,80,1.45,5560,40,0.72,5500,5620
حكشتي,كشتيراني جمهوري اسلامي ايران,4408,45049651,647046838020,13780,13980,14460,680,4.93,14360,580,4.21,13780,14460
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,4382,97143670,4129399126720,42479,42508,42510,31,0.07,42508,29,0.07,42507,42510
كماسه,تامين‌ ماسه‌ ريخته‌گري‌,4291,98649398,294173925382,3028,2990,2904,-124,-4.1,2982,-46,-1.52,2877,3154
كرمان,س. توسعه و عمران استان كرمان,4135,169317890,130421822173,766,771,767,1,0.13,770,4,0.52,754,780
كيان,صندوق س. با درآمد ثابت كيان,4130,39635451,1328239548057,33495,33512,33514,19,0.06,33511,16,0.05,33500,33514
كزغالح,ح.زغال سنگ پروده طبس,4090,2769624,30934097780,11070,10920,11420,350,3.16,11170,100,0.9,10900,11620
خپارس,پارس‌ خودرو,3943,159663524,172493105370,1074,1060,1082,8,0.74,1080,6,0.56,1057,1109
سمگا,گروه سرمايه گذاري ميراث فرهنگي,3943,52720204,491646087570,9510,9600,9280,-230,-2.42,9330,-180,-1.89,9160,9730
غزر,صنعتي زر ماكارون,3929,7490668,59393219090,7760,7660,8060,300,3.87,7930,170,2.19,7580,8130
انرژي,بورس انرژي ايران,3894,3601157,206130187480,56610,56300,57690,1080,1.91,57240,630,1.11,55500,58330
كالا,بورس كالاي ايران,3856,12522972,252651038010,20080,19960,20380,300,1.49,20180,100,0.5,19520,20750
تپكو,توليدتجهيزات‌سنگين‌هپكو,3847,100538454,142508843847,1390,1420,1400,10,0.72,1417,27,1.94,1395,1431
گدنا,تهيه توزيع غذاي دنا آفرين فدك,3839,2373224,27129738120,11370,11410,11510,140,1.23,11430,60,0.53,11110,11840
وخارزم,سرمايه گذاري خوارزمي,3763,48239032,194906612978,4020,3990,4080,60,1.49,4040,20,0.5,3970,4120
سپيدار,سپيدار سيستم آسيا,3735,841161,16941419750,20050,20000,20050,0,0,20150,100,0.5,19200,20700
بوعلي,پتروشيمي بوعلي سينا,3695,1381875,93733000900,67860,67270,67920,60,0.09,67830,-30,-0.04,67270,68680
وپوياح,ح. سرمايه گذاري پويا,3676,15323195,12915249751,868,850,854,-14,-1.61,843,-25,-2.88,825,871
ذوب,ذوب آهن اصفهان,3577,102492476,251860598547,2362,2405,2480,118,5,2457,95,4.02,2390,2480
وسديد,گروه ‌صنعتي‌سديد,3427,67224302,55328756246,844,854,820,-24,-2.84,823,-21,-2.49,819,854
پترول,گ.س.وت.ص.پتروشيمي خليج فارس,3355,101794889,201004230446,1891,1910,1985,94,4.97,1975,84,4.44,1899,1985
سپيد,سپيد ماكيان,3283,7291260,139065480950,18270,18670,19180,910,4.98,19070,800,4.38,18240,19180
وهامون,سرمايه گذاري هامون صبا,3242,5062075,10308024943,2040,2045,2048,8,0.39,2037,-3,-0.15,2020,2049
بورس,بورس اوراق بهادار تهران,3207,34956035,283336432880,7830,7700,8220,390,4.98,8110,280,3.58,7670,8220
شاروم,پتروشيمي اروميه,3198,1677755,21859741910,12860,12840,13080,220,1.71,13030,170,1.32,12840,13180
كچاد,معدني‌وصنعتي‌چادرملو,3197,30196785,464674514330,14660,15300,15390,730,4.98,15390,730,4.98,14850,15390
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,3175,14205221,66718930098,4757,4660,4694,-63,-1.32,4697,-60,-1.26,4660,4750
چخزر,صنايع چوب خزر كاسپين,3138,725097,19380290950,26650,26950,26700,50,0.19,26750,100,0.38,26450,27150
امين,تامين سرمايه امين,3102,1242721,13185825130,10600,10620,10620,20,0.19,10600,0,0,10600,10640
نوري,پتروشيمي نوري,3048,2197111,198541170480,88860,89910,91170,2310,2.6,90360,1500,1.69,88870,91990
ثبهساز,بهساز كاشانه تهران,3043,19944390,26233636037,1315,1299,1329,14,1.06,1315,0,0,1294,1340
امين يكم,صندوق درآمد ثابت امين يكم فردا,2994,72916886,732978166804,10047,10057,10053,6,0.06,10052,5,0.05,10046,10058
ثاميد,توسعه و عمران اميد,2977,12045585,15459045814,1278,1263,1298,20,1.56,1283,5,0.39,1263,1300
كاما,باما,2953,27764234,167503847310,6100,6070,6000,-100,-1.64,6030,-70,-1.15,5850,6200
وكبهمن,مديريت سرمايه گذاري كوثربهمن,2933,2132291,18956308320,8950,8730,8910,-40,-0.45,8890,-60,-0.67,8670,9000
كزغال,زغال سنگ پروده طبس,2905,3891915,61046433150,15090,14950,15840,750,4.97,15690,600,3.98,14800,15840
پارند,صندوق س. پارند پايدار سپهر,2881,114581468,1164884698581,10161,10167,10168,7,0.07,10166,5,0.05,10164,10168
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2853,24649904,345765492980,13660,13800,14220,560,4.1,14030,370,2.71,13700,14220
خبهمن,گروه‌بهمن‌,2801,122063118,222757658377,1811,1820,1845,34,1.88,1825,14,0.77,1786,1870
شپديس,پتروشيمي پرديس,2798,4547824,664357565990,139270,146000,146230,6960,5,146080,6810,4.89,143000,146230
بالاس,مهندسي ساختمان تاسيسات راه آهن,2765,7813461,228266097150,28650,27850,29200,550,1.92,29200,550,1.92,27400,30050
رافزا,رايان هم افزا,2752,425495,19827600700,45150,44100,47400,2250,4.98,46600,1450,3.21,44100,47400
