 , .1, .2, .3, .4, .5, .6, .7, .8, .9, .10, .11, .12, .13, .14
دیده بان بازار : 1401/1/23,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
شستا,سرمايه گذاري تامين اجتماعي,33430,1710798286,1668312810556,1017,1005,967,-50,-4.92,975,-42,-4.13,967,1008
خاورح,ح . ايران خودرو ديزل,31709,3038177519,972131949106,311,320,320,9,2.89,320,9,2.89,312,320
وساپا,سرمايه‌گذاري‌ سايپا,19632,1001166635,4766880191975,4748,4985,4563,-185,-3.9,4761,13,0.27,4511,4985
بهير,س. توسعه تجارت هيرمند,17374,21873287,134060220830,5960,6130,6130,170,2.85,6130,170,2.85,5980,6130
دارا يكم,صندوق واسطه گري مالي يكم-سهام,15936,11803345,1356847154590,119230,118480,113760,-5470,-4.59,114950,-4280,-3.59,113610,118480
پالايش,صندوق پالايشي يكم-سهام,15557,17801773,1298070454540,74880,74330,72500,-2380,-3.18,72920,-1960,-2.62,72070,74450
فولاد,فولاد مباركه اصفهان,14148,178129847,2079809754780,12260,11800,11650,-610,-4.98,11680,-580,-4.73,11650,11930
شتران,پالايش نفت تهران,11568,221374591,1149552355080,5440,5340,5190,-250,-4.6,5190,-250,-4.6,5170,5400
خبهمن,گروه‌بهمن‌,11442,564884374,1116847758915,2044,2050,1944,-100,-4.89,1977,-67,-3.28,1942,2060
تجلي,تجلي توسعه معادن و فلزات,10866,666903534,1034448382207,1631,1600,1550,-81,-4.97,1551,-80,-4.9,1550,1600
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,10245,572833986,2690159356825,4479,4702,4702,223,4.98,4696,217,4.84,4573,4702
فملي,ملي‌ صنايع‌ مس‌ ايران‌,9885,121269504,881584732170,7620,7390,7240,-380,-4.99,7270,-350,-4.59,7240,7440
شبندر,پالايش نفت بندرعباس,9793,166665557,1321096389380,8270,8220,7930,-340,-4.11,7930,-340,-4.11,7860,8220
خودرو,ايران‌ خودرو,8608,339370762,826358444136,2557,2510,2430,-127,-4.97,2435,-122,-4.77,2430,2530
كمند,صندوق س. با درآمد ثابت كمند,7524,300866326,3022322851033,10039,10046,10046,7,0.07,10045,6,0.06,10045,10046
نوري,پتروشيمي نوري,5990,4234248,474131606700,115920,116500,110130,-5790,-4.99,111980,-3940,-3.4,110130,116500
آريا,پليمر آريا ساسول,4951,4008363,365645172800,92050,92100,90800,-1250,-1.36,91200,-850,-0.92,90150,92750
تسه1400,امتيازتسهيلات مسكن سال1400,4715,121357,85584957034,705444,670172,740716,35272,5,705233,-211,-0.03,670172,740716
ملت,بيمه ملت,4711,373279453,557602731407,1424,1495,1495,71,4.99,1494,70,4.92,1450,1495
وبملت,بانك ملت,4528,148039286,552380598632,3911,3888,3716,-195,-4.99,3731,-180,-4.6,3716,3888
خكار,ايركا پارت صنعت,4427,121780130,321382200829,2610,2740,2550,-60,-2.3,2639,29,1.11,2480,2740
